0,454.5,152.9063
0.001,454.2656,453.3125
0.002,454.0938,453.1563
0.003,453.9531,453.0938
0.004,453.8438,452.9688
0.005,453.7656,452.9219
0.006,453.6563,452.875
0.007,453.5781,452.7969
0.008,453.5313,452.75
0.009,453.5,452.75
0.01,453.4219,452.6563
0.011,453.3906,452.625
0.012,453.3438,452.625
0.013,453.25,452.5313
0.014,453.25,452.5469
0.015,453.1719,452.5313
0.016,453.125,452.4688
0.017,453.125,452.4531
0.018,453.0781,452.4531
0.019,453.0313,452.4063
0.02,453.0156,452.4063
0.021,453,452.3906
0.022,452.9531,452.3438
0.023,453,452.3594
0.024,452.8906,452.2969
0.025,452.875,452.2656
0.026,452.8281,452.2656
0.027,452.8438,452.2969
0.028,452.8281,452.2656
0.029,452.8125,452.25
0.03,452.7656,452.25
0.031,452.75,452.2031
0.032,452.7188,452.1875
0.033,452.6719,452.1719
0.034,452.6719,452.1719
0.035,452.6563,452.1563
0.036,452.625,452.1406
0.037,452.6563,452.125
0.038,452.6406,452.125
0.039,452.5469,452.1094
0.04,452.5469,452.0625
0.041,452.5938,452.0938
0.042,452.5313,452.0938
0.043,452.5,452.0469
0.044,452.5469,452.0469
0.045,452.5,452.0625
0.046,452.4688,452.0469
0.047,452.4688,452.0313
0.048,452.4375,452
0.049,452.4219,452
0.05,452.4219,452
0.051,452.3906,451.9688
0.052,452.3906,451.9688
0.053,452.4219,452
0.054,452.375,451.9219
0.055,452.3594,451.9063
0.056,452.375,451.9688
0.057,452.3281,451.9531
0.058,452.2969,451.8906
0.059,452.2969,451.9063
0.06,452.2656,451.9219
0.061,452.2813,451.8906
0.062,452.2813,451.9063
0.063,452.2656,451.875
0.064,452.25,451.875
0.065,452.25,451.8906
0.066,452.25,451.8906
0.067,452.2031,451.8281
0.068,452.2031,451.8594
0.069,452.1719,451.875
0.07,452.1719,451.7969
0.071,452.1719,451.8281
0.072,452.1406,451.7969
0.073,452.0938,451.7969
0.074,452.125,451.75
0.075,452.1406,451.7969
0.076,452.0781,451.7813
0.077,452.0625,451.75
0.078,452.0938,451.7656
0.079,452.0469,451.7656
0.08,452.0625,451.75
0.081,452.0625,451.75
0.082,452.0469,451.7188
0.083,452.0156,451.6719
0.084,452.0156,451.75
0.085,451.9688,451.7188
0.086,452,451.6875
0.087,452.0156,451.7031
0.088,451.9688,451.6875
0.089,451.9531,451.6563
0.09,452,451.6563
0.091,452,451.7188
0.092,451.9063,451.625
0.093,451.9219,451.6406
0.094,451.9375,451.6406
0.095,451.8906,451.6406
0.096,451.875,451.625
0.097,451.875,451.625
0.098,451.8906,451.6406
0.099,451.9063,451.625
0.1,451.875,451.6406
0.101,451.8438,451.5781
0.102,451.875,451.5469
0.103,451.8438,451.5938
0.104,451.8281,451.5625
0.105,451.8125,451.5156
0.106,451.8125,451.5625
0.107,451.7969,451.5313
0.108,451.7813,451.5156
0.109,451.7969,451.5469
0.11,451.7813,451.5625
0.111,451.7656,451.5
0.112,451.7656,451.5313
0.113,451.75,451.5313
0.114,451.7188,451.5
0.115,451.75,451.5
0.116,451.75,451.5
0.117,451.6875,451.5
0.118,451.7031,451.5
0.119,451.7031,451.5156
0.12,451.6563,451.5
0.121,451.6719,451.4844
0.122,451.6719,451.4688
0.123,451.6094,451.4531
0.124,451.6563,451.4531
0.125,451.6563,451.5
0.126,451.625,451.4375
0.127,451.5938,451.4063
0.128,451.625,451.4219
0.129,451.625,451.4063
0.13,451.625,451.3906
0.131,451.5781,451.4063
0.132,451.5938,451.4063
0.133,451.5781,451.375
0.134,451.5781,451.3906
0.135,451.5469,451.3906
0.136,451.5313,451.375
0.137,451.5625,451.3438
0.138,451.5313,451.375
0.139,451.5313,451.3594
0.14,451.5469,451.375
0.141,451.5156,451.3438
0.142,451.4844,451.3438
0.143,451.5469,451.2969
0.144,451.5,451.3438
0.145,451.4531,451.2813
0.146,451.5,451.2813
0.147,451.5,451.2969
0.148,451.4688,451.2969
0.149,451.4531,451.25
0.15,451.4688,451.25
0.151,451.4531,451.3125
0.152,451.4531,451.2813
0.153,451.4219,451.2969
0.154,451.4063,451.25
0.155,451.4063,451.2188
0.156,451.4219,451.2656
0.157,451.375,451.2344
0.158,451.375,451.2031
0.159,451.375,451.2656
0.16,451.3594,451.25
0.161,451.3438,451.1875
0.162,451.375,451.2188
0.163,451.375,451.1875
0.164,451.3281,451.1875
0.165,451.2969,451.1719
0.166,451.2969,451.1719
0.167,451.3281,451.2031
0.168,451.2813,451.1563
0.169,451.25,451.1719
0.17,451.3125,451.1719
0.171,451.2656,451.1563
0.172,451.25,451.1563
0.173,451.2969,451.1563
0.174,451.2656,451.1563
0.175,451.2031,451.1563
0.176,451.25,451.125
0.177,451.25,451.1406
0.178,451.25,451.125
0.179,451.25,451.1406
0.18,451.25,451.125
0.181,451.2188,451.0469
0.182,451.2031,451.125
0.183,451.1719,451.0625
0.184,451.2031,451.0625
0.185,451.1719,451.0938
0.186,451.1719,451.0781
0.187,451.1719,451.0625
0.188,451.1875,451.0469
0.189,451.1563,451.0625
0.19,451.1563,451.0781
0.191,451.1406,451.0469
0.192,451.0938,451.0313
0.193,451.1719,451.0313
0.194,451.1563,451.0625
0.195,451.125,451.0156
0.196,451.1406,451.0469
0.197,451.125,451
0.198,451.125,451.0313
0.199,451.125,451.0313
0.2,451.0469,450.9688
0.201,451.0781,451
0.202,451.0938,451.0156
0.203,451.0625,450.9844
0.204,451.0781,450.9531
0.205,451.0469,451
0.206,451.0938,451
0.207,451.0625,451
0.208,451,450.9219
0.209,451,450.9375
0.21,451.0938,451
0.211,451,450.9688
0.212,451.0313,450.9219
0.213,451.0156,450.9219
0.214,451.0313,450.9219
0.215,451.0469,450.9375
0.216,451,450.9375
0.217,451,450.9063
0.218,451.0156,450.9219
0.219,451,450.9219
0.22,451,450.9063
0.221,451,450.9063
0.222,450.9375,450.8906
0.223,451,450.9063
0.224,451,450.875
0.225,450.9219,450.8438
0.226,450.9844,450.8906
0.227,450.9219,450.8906
0.228,450.9219,450.875
0.229,450.9219,450.8906
0.23,450.9219,450.8594
0.231,450.9063,450.8438
0.232,450.8906,450.875
0.233,450.8906,450.8438
0.234,450.9219,450.8594
0.235,450.875,450.8438
0.236,450.9219,450.8125
0.237,450.8906,450.8438
0.238,450.875,450.8438
0.239,450.8906,450.7969
0.24,450.875,450.8281
0.241,450.8125,450.7813
0.242,450.875,450.7969
0.243,450.875,450.8125
0.244,450.8281,450.7656
0.245,450.8281,450.7813
0.246,450.8281,450.7813
0.247,450.8281,450.7813
0.248,450.875,450.7813
0.249,450.7813,450.75
0.25,450.7813,450.7813
0.251,450.8281,450.7969
0.252,450.7656,450.7813
0.253,450.7656,450.7188
0.254,450.8125,450.75
0.255,450.7813,450.75
0.256,450.7813,450.75
0.257,450.7656,450.7188
0.258,450.75,450.7188
0.259,450.7813,450.75
0.26,450.75,450.75
0.261,450.7344,450.7344
0.262,450.75,450.7031
0.263,450.75,450.7188
0.264,450.7188,450.7188
0.265,450.75,450.7031
0.266,450.75,450.7031
0.267,450.7344,450.6875
0.268,450.75,450.6719
0.269,450.7031,450.6719
0.27,450.6875,450.6719
0.271,450.75,450.7188
0.272,450.6719,450.7031
0.273,450.6719,450.6563
0.274,450.7031,450.6719
0.275,450.7031,450.6719
0.276,450.6563,450.6563
0.277,450.6563,450.6563
0.278,450.6563,450.625
0.279,450.6563,450.6406
0.28,450.6719,450.6406
0.281,450.6406,450.6406
0.282,450.6406,450.6094
0.283,450.6719,450.625
0.284,450.625,450.6406
0.285,450.625,450.6094
0.286,450.6563,450.6406
0.287,450.6719,450.625
0.288,450.625,450.5938
0.289,450.625,450.625
0.29,450.625,450.5625
0.291,450.625,450.5781
0.292,450.625,450.625
0.293,450.5625,450.5625
0.294,450.625,450.5469
0.295,450.5781,450.5781
0.296,450.5781,450.5469
